Dates,SP5,SP10,Price,LAST,MA5RANK,MA10RANK
15/12/94,0.91,0.6,455.339996,44.7368,0.95,0.7
16/12/94,0.91,0.77,458.799988,46.7611,0.89,0.79
19/12/94,0.88,0.71,457.910004,45.749,0.87,0.69
20/12/94,0.62,0.79,457.100006,46.1538,0.66,0.8
21/12/94,0.74,0.98,459.609985,46.5587,0.62,0.94
22/12/94,0.54,0.96,459.679993,47.9757,0.55,0.96
23/12/94,0.62,0.91,459.829987,47.9757,0.69,0.9
27/12/94,0.82,0.94,462.470001,50.4049,0.81,0.95
28/12/94,0.57,0.78,460.859985,48.1781,0.61,0.74
29/12/94,0.58,0.75,461.170013,48.2828,0.49,0.67
30/12/94,0.45,0.48,459.269989,47.8702,0.47,0.59
03/01/95,0.31,0.53,459.109985,49.6957,0.45,0.73
04/01/95,0.48,0.66,460.709991,51.3185,0.74,0.8
05/01/95,0.41,0.5,460.339996,51.3185,0.73,0.77
06/01/95,0.6,0.52,460.679993,52.7383,0.84,0.77
09/01/95,0.62,0.51,460.829987,53.7525,0.76,0.82
10/01/95,0.56,0.45,461.679993,55.1724,0.75,0.76
11/01/95,0.61,0.51,461.660004,54.3611,0.72,0.82
12/01/95,0.56,0.5,461.640015,55.3753,0.69,0.83
13/01/95,0.82,0.83,465.970001,59.2292,0.84,0.94
16/01/95,0.88,0.89,469.380005,59.8377,0.82,0.9
17/01/95,0.9,0.85,470.049988,61.2576,0.88,0.89
18/01/95,0.88,0.86,469.709991,60.6491,0.82,0.86
19/01/95,0.56,0.8,466.950012,60.1215,0.5,0.82
20/01/95,0.2,0.69,464.779999,57.085,0.33,0.62
23/01/95,0.25,0.7,465.820007,57.4899,0.29,0.58
24/01/95,0.29,0.71,465.859985,57.085,0.3,0.6
25/01/95,0.53,0.78,467.440002,59.7166,0.48,0.72
26/01/95,0.77,0.64,468.320007,60.1215,0.73,0.55
27/01/95,0.81,0.56,470.390015,60.3239,0.7,0.52
30/01/95,0.73,0.43,468.51001,57.8947,0.51,0.36
31/01/95,0.73,0.52,470.420013,57.3499,0.34,0.37
01/02/95,0.65,0.71,470.399994,59.0062,0.4,0.49
02/02/95,0.69,0.89,472.790009,60.4555,0.48,0.67
03/02/95,0.95,0.96,478.649994,64.3892,0.89,0.85
06/02/95,0.95,0.99,481.140015,67.9089,1,0.94
07/02/95,0.94,0.95,480.809998,67.9089,0.95,0.88
08/02/95,0.89,0.94,481.190002,66.2526,0.85,0.8
09/02/95,0.58,0.87,480.190002,67.9089,0.74,0.87
10/02/95,0.43,0.94,481.459991,69.3582,0.55,0.95
13/02/95,0.47,0.88,481.649994,69.3582,0.54,0.97
14/02/95,0.56,0.89,482.549988,69.5652,0.71,0.9
15/02/95,0.77,0.87,484.540009,70.8074,0.66,0.89
16/02/95,0.75,0.77,485.220001,70.3934,0.48,0.74
17/02/95,0.39,0.44,481.970001,68.9441,0.36,0.49
21/02/95,0.38,0.53,482.720001,71.6356,0.59,0.6
22/02/95,0.43,0.61,485.070007,71.4286,0.43,0.71
23/02/95,0.59,0.78,486.910004,74.5342,0.79,0.77
24/02/95,0.83,0.76,488.109985,74.5868,0.84,0.7
27/02/95,0.5,0.51,483.809998,71.5464,0.39,0.47
28/02/95,0.66,0.65,487.390015,73.8144,0.6,0.6
01/03/95,0.26,0.42,485.649994,70.7216,0.19,0.36
02/03/95,0.22,0.31,485.130005,72.7835,0.28,0.47
03/03/95,0.57,0.56,485.420013,72.9897,0.51,0.58
06/03/95,0.25,0.5,485.630005,71.7526,0.24,0.34
07/03/95,0.19,0.2,482.119995,68.0412,0.23,0.2
08/03/95,0.25,0.18,483.140015,69.0722,0.19,0.12
09/03/95,0.24,0.17,483.160004,68.866,0.15,0.12
10/03/95,0.79,0.68,489.570007,72.3711,0.46,0.41
13/03/95,0.89,0.52,490.049988,72.9897,0.85,0.34
14/03/95,0.95,0.81,492.890015,71.5464,0.66,0.43
15/03/95,0.92,0.81,491.880005,72.3711,0.76,0.36
16/03/95,0.83,0.87,495.410004,75.1553,0.66,0.49
17/03/95,0.81,0.86,495.519989,74.9482,0.59,0.56
20/03/95,0.7,0.98,496.140015,74.5342,0.69,0.81
21/03/95,0.69,0.9,495.070007,73.2919,0.47,0.64
22/03/95,0.35,0.92,495.670013,73.913,0.28,0.71
23/03/95,0.39,0.72,495.950012,74.5342,0.33,0.45
24/03/95,0.78,0.86,500.970001,78.0538,0.77,0.71
27/03/95,0.9,0.84,503.200012,79.9172,0.93,0.87
28/03/95,0.9,0.89,503.899994,78.882,0.87,0.8
29/03/95,0.84,0.75,503.119995,81.7805,0.95,0.8
30/03/95,0.48,0.7,502.220001,82.2314,0.81,0.83
31/03/95,0.18,0.56,500.709991,81.6495,0.54,0.82
03/04/95,0.19,0.73,501.850006,82.268,0.72,0.88
04/04/95,0.61,0.78,505.23999,84.7423,0.65,0.95
05/04/95,0.69,0.78,505.570007,83.9175,0.51,0.88
06/04/95,0.8,0.55,506.079987,83.299,0.5,0.66
07/04/95,0.74,0.44,506.420013,84.1237,0.53,0.52
10/04/95,0.55,0.43,507.01001,83.9175,0.24,0.6
11/04/95,0.29,0.39,505.529999,82.6804,0.22,0.31
12/04/95,0.43,0.54,507.170013,82.6804,0.26,0.26
13/04/95,0.63,0.74,509.230011,84.1237,0.32,0.38
17/04/95,0.23,0.49,506.130005,81.6495,0.16,0.21
18/04/95,0.27,0.19,505.369995,80.6186,0.16,0.1
19/04/95,0.15,0.17,504.920013,80.6186,0.15,0.14
20/04/95,0.06,0.16,505.290009,81.6495,0.12,0.18
21/04/95,0.6,0.33,508.48999,83.299,0.48,0.2
24/04/95,0.84,0.59,512.890015,84.5361,0.77,0.26
25/04/95,0.83,0.63,512.099976,84.9485,0.82,0.35
26/04/95,0.83,0.53,512.659973,82.4742,0.38,0.2
27/04/95,0.74,0.46,513.549988,84.7423,0.42,0.24
28/04/95,0.51,0.74,514.710022,83.9175,0.23,0.34
01/05/95,0.55,0.74,514.26001,84.1237,0.21,0.44
02/05/95,0.55,0.8,514.859985,84.1237,0.47,0.44
03/05/95,0.8,0.99,520.47998,84.5361,0.29,0.39
04/05/95,0.77,0.88,520.539978,83.299,0.25,0.18
05/05/95,0.78,0.65,520.119995,83.0928,0.19,0.1
08/05/95,0.94,0.85,523.960022,84.7423,0.35,0.16
09/05/95,0.58,0.81,523.559998,84.5041,0.3,0.29
10/05/95,0.64,0.8,524.359985,85.7438,0.6,0.27
11/05/95,0.66,0.72,524.369995,86.3354,0.72,0.38
12/05/95,0.41,0.83,525.549988,87.1636,0.6,0.42
15/05/95,0.67,0.94,527.73999,87.3706,0.66,0.44
16/05/95,0.65,0.61,528.190002,86.9565,0.42,0.39
17/05/95,0.56,0.5,527.070007,86.5424,0.33,0.45
18/05/95,0,0.07,519.580017,84.4721,0.06,0.3
19/05/95,0,0.01,519.190002,84.058,0.05,0.12
22/05/95,0.03,0.1,523.650024,84.265,0.07,0.15
23/05/95,0.41,0.39,528.590027,85.0932,0.17,0.13
24/05/95,0.95,0.4,528.609985,85.5072,0.45,0.1
25/05/95,0.96,0.29,528.590027,84.6791,0.39,0.07
26/05/95,0.21,0.02,523.650024,82.9875,0.18,0.02
30/05/95,0.02,0.02,523.580017,83.61,0.17,0.06
31/05/95,0.71,0.51,533.400024,85.7438,0.38,0.16
01/06/95,0.72,0.97,533.48999,85.9504,0.5,0.38
02/06/95,0.93,0.95,532.51001,85.3306,0.63,0.37
05/06/95,1,0.86,535.599976,86.9835,0.79,0.51
06/06/95,0.44,0.58,535.549988,86.7769,0.47,0.4
07/06/95,0.18,0.37,533.130005,86.5703,0.41,0.37
08/06/95,0.19,0.29,532.349976,86.9835,0.6,0.48
09/06/95,0.01,0.37,527.940002,85.3306,0.17,0.5
12/06/95,0.04,0.62,530.880005,86.3636,0.32,0.57
13/06/95,0.56,0.22,536.049988,86.9835,0.41,0.38
14/06/95,0.66,0.25,536.469971,87.3967,0.41,0.41
15/06/95,0.94,0.42,537.119995,86.9835,0.62,0.43
16/06/95,0.91,0.34,539.830017,88.2231,0.66,0.38
19/06/95,0.93,0.72,545.219971,88.6364,0.6,0.46
20/06/95,0.87,0.83,544.97998,88.2231,0.46,0.44
21/06/95,0.77,0.81,543.97998,87.6033,0.41,0.31
22/06/95,0.99,1,551.070007,88.6364,0.39,0.66
23/06/95,0.64,0.99,549.710022,88.4297,0.3,0.47
26/06/95,0.17,0.61,544.130005,86.9835,0.18,0.23
27/06/95,0.15,0.43,542.429993,87.8099,0.35,0.25
28/06/95,0.02,0.58,544.72998,87.1901,0.16,0.25
29/06/95,0.04,0.28,543.869995,86.7769,0.14,0.09
30/06/95,0.32,0.09,544.75,87.8099,0.49,0.12
03/07/95,0.68,0.17,547.090027,87.9917,0.36,0.21
05/07/95,0.51,0.27,547.26001,88.4058,0.57,0.34
06/07/95,0.98,0.23,553.98999,90.0621,0.86,0.45
07/07/95,0.99,0.55,556.369995,91.9255,0.92,0.73
10/07/95,0.96,0.94,557.190002,92.7536,0.95,0.87
11/07/95,0.81,0.91,554.780029,92.1325,0.89,0.81
12/07/95,0.76,0.98,560.890015,92.7536,0.78,0.88
13/07/95,0.63,0.98,561,92.3395,0.43,0.88
14/07/95,0.48,0.95,559.890015,91.5114,0.2,0.75
17/07/95,0.83,0.96,562.719971,91.3044,0.24,0.72
18/07/95,0.12,0.78,558.460022,89.8551,0.04,0.46
19/07/95,0,0.05,550.97998,87.5776,0,0.07
20/07/95,0.03,0.07,553.539978,87.7847,0.03,0.03
21/07/95,0.01,0.05,553.619995,86.7495,0.01,0
24/07/95,0.2,0.17,556.630005,88.1988,0.17,0.06
25/07/95,0.97,0.16,561.099976,89.648,0.75,0.1
26/07/95,0.82,0.16,561.609985,89.8551,0.74,0.13
27/07/95,0.98,0.43,565.219971,90.4762,0.91,0.17
28/07/95,0.7,0.16,562.929993,90.2692,0.72,0.17
31/07/95,0.3,0.29,562.059998,90.0826,0.45,0.34
01/08/95,0.17,0.65,559.640015,90.4959,0.5,0.71
02/08/95,0.04,0.41,558.799988,90.4959,0.35,0.67
03/08/95,0.12,0.41,558.75,90.2893,0.36,0.8
04/08/95,0.14,0.18,558.940002,89.4628,0.26,0.44
07/08/95,0.3,0.06,560.030029,89.876,0.26,0.32
08/08/95,0.38,0.06,560.390015,89.2562,0.2,0.23
09/08/95,0.33,0,559.710022,87.8099,0.07,0.08
10/08/95,0.22,0.01,557.450012,88.0165,0.17,0.12
11/08/95,0.1,0,555.109985,86.9835,0.05,0.08
14/08/95,0.26,0.16,559.73999,87.3967,0.13,0.08
15/08/95,0.24,0.15,558.570007,86.7769,0.26,0.05
16/08/95,0.49,0.22,559.969971,87.3967,0.32,0.11
17/08/95,0.59,0.18,559.039978,86.7769,0.39,0.12
18/08/95,0.28,0.11,559.210022,86.7769,0.32,0.1
21/08/95,0.29,0.09,558.109985,87.8099,0.63,0.2
22/08/95,0.3,0.18,559.52002,88.4297,0.63,0.46
23/08/95,0.21,0.17,557.140015,87.1901,0.51,0.27
24/08/95,0.22,0.32,557.460022,87.8099,0.64,0.5
25/08/95,0.46,0.26,560.099976,88.4297,0.57,0.53
28/08/95,0.29,0.27,559.049988,88.0165,0.39,0.55
29/08/95,0.57,0.2,560,86.9835,0.42,0.34
30/08/95,0.6,0.32,560.919983,86.7769,0.26,0.39
31/08/95,0.46,0.39,561.880005,86.8041,0.17,0.42
01/09/95,0.7,0.6,563.840027,87.8351,0.45,0.42
05/09/95,0.9,0.76,569.169983,89.2784,0.86,0.55
06/09/95,0.92,0.9,570.169983,89.2784,0.89,0.74
07/09/95,0.83,0.88,570.289978,89.4845,0.89,0.7
08/09/95,0.84,0.87,572.679993,89.2784,0.74,0.53
11/09/95,0.65,0.93,573.909973,89.2784,0.43,0.6
12/09/95,0.72,0.97,576.51001,89.4845,0.46,0.81
13/09/95,0.82,0.98,578.77002,89.8969,0.49,0.87
14/09/95,0.96,0.99,583.609985,89.8969,0.56,0.86
15/09/95,0.92,0.98,583.349976,90.1031,0.63,0.72
18/09/95,0.69,0.87,582.77002,89.2784,0.39,0.34
19/09/95,0.67,0.88,584.200012,88.2474,0.13,0.22
20/09/95,0.52,0.93,586.77002,88.6598,0.23,0.26
21/09/95,0.3,0.68,583,87.4227,0.08,0.17
22/09/95,0.23,0.61,581.72998,85.9504,0.03,0.06
25/09/95,0.16,0.5,581.809998,85.3306,0.05,0.02
26/09/95,0.09,0.33,581.409973,84.2975,0.02,0.01
27/09/95,0.19,0.09,581.039978,83.4711,0.03,0
28/09/95,0.6,0.34,585.869995,84.9174,0.29,0.03
29/09/95,0.49,0.29,584.409973,84.9485,0.39,0.05
02/10/95,0.37,0.1,581.719971,84.5361,0.53,0.1
03/10/95,0.42,0.05,582.340027,82.6804,0.33,0.02
04/10/95,0.14,0.13,581.469971,80,0,0
05/10/95,0.23,0.31,582.630005,81.4433,0.06,0.06
06/10/95,0.42,0.31,582.48999,81.8557,0.14,0.14
09/10/95,0.16,0.08,578.369995,79.3814,0.09,0.06
10/10/95,0.17,0.08,577.52002,78.9474,0.33,0.07
11/10/95,0.17,0.01,579.460022,78.7449,0.13,0.02
12/10/95,0.42,0.16,583.099976,79.3522,0.16,0.06
13/10/95,0.71,0.45,584.5,78.9474,0.42,0.07
16/10/95,0.7,0.33,583.030029,77.8672,0.31,0.1
17/10/95,0.77,0.61,586.780029,78.8732,0.54,0.37
18/10/95,0.62,0.57,587.440002,77.2636,0.17,0.15
19/10/95,0.72,0.71,590.650024,76.8612,0.18,0.09
20/10/95,0.61,0.72,587.460022,77.0624,0.37,0.32
23/10/95,0.24,0.66,585.059998,73.6419,0,0.08
24/10/95,0.29,0.65,586.539978,73.2394,0.05,0.08
25/10/95,0.02,0.18,582.469971,70.2213,0,0
26/10/95,0,0,576.719971,66.1972,0,0
27/10/95,0.1,0.08,579.700012,68.2093,0.02,0.01
30/10/95,0.17,0.07,583.25,69.0141,0.08,0.01
31/10/95,0.33,0.03,581.5,69.4165,0.43,0.04
01/11/95,0.8,0.02,584.219971,69.2153,0.95,0.05
02/11/95,0.93,0.44,589.719971,72.837,0.99,0.23
03/11/95,0.77,0.64,590.570007,73.1855,0.98,0.54
06/11/95,0.76,0.43,588.460022,73.7903,0.98,0.66
07/11/95,0.51,0.55,586.320007,73.7903,0.98,0.95
08/11/95,0.51,0.89,591.710022,75,0.86,1
09/11/95,0.56,0.85,593.26001,74.5968,0.81,0.99
10/11/95,0.63,0.75,592.719971,74.1936,0.65,0.95
13/11/95,0.73,0.78,592.299988,72.9839,0.42,0.91
14/11/95,0.19,0.58,589.289978,72.5806,0.23,0.88
15/11/95,0.45,0.57,593.960022,73.5887,0.42,0.68
16/11/95,0.67,0.69,597.340027,74.3952,0.63,0.73
17/11/95,0.85,0.81,600.070007,75.6048,0.88,0.79
20/11/95,0.84,0.78,596.849976,74.3952,0.81,0.64
21/11/95,0.75,0.72,600.23999,75.8065,0.85,0.67
22/11/95,0.44,0.59,598.400024,76.6129,0.84,0.79
24/11/95,0.37,0.68,599.969971,77.0161,0.76,0.83
27/11/95,0.64,0.73,601.320007,77.5758,0.91,0.94
28/11/95,0.74,0.97,606.450012,78.5859,0.9,0.98
29/11/95,0.93,0.87,607.640015,78.1818,0.78,0.93
30/11/95,0.69,0.68,605.369995,77.1255,0.59,0.81
01/12/95,0.72,0.64,606.97998,79.065,0.79,0.88
04/12/95,0.82,0.95,613.679993,79.2683,0.72,0.95
05/12/95,0.97,0.97,617.679993,80.4878,0.89,0.95
06/12/95,1,1,620.179993,81.7073,0.99,0.96
07/12/95,0.91,0.91,616.169983,79.2683,0.6,0.78
08/12/95,0.57,0.9,617.47998,79.2683,0.53,0.74
11/12/95,0.47,0.83,619.52002,78.8618,0.27,0.59
12/12/95,0.24,0.78,618.780029,78.6585,0.13,0.59
13/12/95,0.69,0.91,621.690002,78.2077,0.32,0.68
14/12/95,0.28,0.73,616.919983,77.3931,0.23,0.4
15/12/95,0.11,0.43,616.340027,76.1711,0.16,0.32
18/12/95,0,0,606.809998,72.3014,0.02,0.04
19/12/95,0.02,0.01,611.929993,74.3381,0.1,0.08
20/12/95,0.01,0.01,605.940002,73.5234,0.1,0.12
21/12/95,0.06,0.04,610.48999,73.7271,0.24,0.16
22/12/95,0.69,0.04,611.950012,73.3198,0.75,0.16
26/12/95,0.52,0.12,614.299988,72.3014,0.28,0.1
27/12/95,0.9,0.05,614.530029,72.9124,0.52,0.21
28/12/95,0.57,0.19,614.119995,72.7642,0.44,0.26
29/12/95,0.59,0.28,615.929993,74.645,0.78,0.48
02/01/96,0.8,0.85,620.72998,77.0325,1,0.94
03/01/96,0.8,0.69,621.320007,78.252,1,0.9
04/01/96,0.53,0.77,617.700012,76.4228,0.93,0.83
05/01/96,0.38,0.56,616.710022,76.4228,0.8,0.8
08/01/96,0.16,0.56,618.460022,76.8293,0.53,0.87
09/01/96,0.01,0.1,609.450012,72.9675,0.04,0.6
10/01/96,0,0,598.47998,68.6992,0.01,0.31
11/01/96,0.01,0.01,602.690002,69.5122,0.02,0.37
12/01/96,0.01,0.01,601.809998,68.6992,0.01,0.13
15/01/96,0.08,0,599.820007,67.8862,0.09,0.03
16/01/96,0.96,0.03,608.440002,68.4959,0.54,0.02
17/01/96,0.54,0.05,606.369995,67.4797,0.32,0.06
18/01/96,0.78,0.08,608.23999,68.4959,0.55,0.08
19/01/96,0.99,0.14,611.830017,69.7154,0.81,0.13
22/01/96,0.62,0.46,613.400024,71.748,0.92,0.49
23/01/96,0.75,0.86,612.789978,71.9512,0.95,0.84
24/01/96,0.98,0.95,619.960022,73.5772,0.99,0.9
25/01/96,0.61,0.87,617.030029,72.561,0.87,0.88
26/01/96,0.84,1,621.619995,73.1707,0.71,0.97
29/01/96,0.97,0.86,624.219971,74.187,0.81,0.97
30/01/96,0.95,1,630.150024,75.6098,0.78,0.99
31/01/96,1,1,636.02002,78.2961,1,1
01/02/96,0.99,0.99,638.460022,79.716,1,1
02/02/96,0.95,0.97,635.840027,79.1075,0.96,0.96
05/02/96,0.93,1,641.429993,79.9189,0.89,0.96
06/02/96,0.91,0.97,646.330017,80.7302,0.8,0.94
07/02/96,0.94,1,649.929993,81.5416,0.72,0.98
08/02/96,1,1,656.070007,83.1643,0.87,0.99
09/02/96,0.97,0.98,656.369995,83.1643,0.84,0.96
12/02/96,0.97,0.97,661.450012,84.3496,0.85,0.94
13/02/96,0.88,0.92,660.51001,83.7398,0.72,0.86
14/02/96,0.3,0.84,655.580017,82.1138,0.37,0.64
15/02/96,0.13,0.78,651.320007,81.3008,0.32,0.62
16/02/96,0.03,0.52,647.97998,80.8943,0.18,0.56
20/02/96,0,0.18,640.650024,79.4715,0.11,0.45
21/02/96,0.12,0.28,648.099976,79.8781,0.26,0.43
22/02/96,0.76,0.41,658.859985,82.7586,0.63,0.48
23/02/96,0.88,0.39,659.080017,82.9615,0.7,0.48
26/02/96,0.81,0.06,650.460022,81.7444,0.75,0.38
27/02/96,0.29,0.03,647.23999,79.9189,0.49,0.34
28/02/96,0.03,0.09,644.75,78.9047,0.15,0.36
29/02/96,0.02,0.08,640.429993,78.7449,0.12,0.38
01/03/96,0.15,0.25,644.369995,80.3644,0.33,0.45
04/03/96,0.42,0.65,650.809998,82.1862,0.74,0.65
05/03/96,0.87,0.56,655.789978,83.1984,0.88,0.69
06/03/96,0.91,0.18,652,82.1862,0.83,0.42
07/03/96,0.78,0.23,653.650024,83.8057,0.82,0.53
08/03/96,0.03,0.01,633.5,79.1498,0.19,0.32
11/03/96,0.05,0.17,640.02002,81.3765,0.3,0.56
12/03/96,0.06,0.16,637.090027,80.1619,0.28,0.55
13/03/96,0.06,0.33,638.549988,80.1217,0.17,0.55
14/03/96,0.69,0.31,640.869995,81.1359,0.63,0.48
15/03/96,0.38,0.13,641.429993,80.7302,0.39,0.34
18/03/96,0.97,0.34,652.650024,84.5842,0.9,0.55
19/03/96,0.93,0.4,651.690002,84.9899,0.95,0.65
20/03/96,0.73,0.3,649.97998,84.5842,0.81,0.46
21/03/96,0.69,0.78,649.190002,82.5558,0.57,0.7
22/03/96,0.24,0.65,650.619995,83.3671,0.28,0.56
25/03/96,0.24,0.69,650.039978,82.5558,0.17,0.59
26/03/96,0.39,0.74,652.969971,82.9615,0.27,0.65
27/03/96,0.29,0.55,648.909973,82.1501,0.37,0.45
28/03/96,0.24,0.52,648.940002,81.5416,0.25,0.42
29/03/96,0.2,0.2,645.5,81.1359,0.29,0.16
01/04/96,0.34,0.37,653.72998,82.2811,0.37,0.2
02/04/96,0.61,0.45,655.26001,81.4664,0.37,0.19
03/04/96,0.65,0.49,655.880005,81.4664,0.45,0.31
04/04/96,0.82,0.45,655.859985,81.6701,0.52,0.25
08/04/96,0.16,0.24,644.23999,77.8004,0.06,0.13
09/04/96,0.11,0.12,642.190002,79.8371,0.28,0.2
10/04/96,0,0.03,633.5,75.9674,0.04,0.08
11/04/96,0,0.01,631.179993,72.7088,0,0.03
12/04/96,0.2,0.17,636.710022,74.3381,0.15,0.08
15/04/96,0.37,0.1,642.48999,77.8004,0.23,0.18
16/04/96,0.88,0.16,645,77.8004,0.66,0.21
17/04/96,0.81,0.05,641.609985,77.5967,0.95,0.2
18/04/96,0.63,0.09,643.609985,76.7821,0.76,0.16
19/04/96,0.42,0.46,645.070007,77.1894,0.43,0.42
22/04/96,0.43,0.54,647.890015,77.8004,0.5,0.34
23/04/96,0.76,0.87,651.580017,79.6334,0.7,0.79
24/04/96,0.61,0.87,650.169983,79.2261,0.77,0.9
25/04/96,0.68,0.79,652.869995,81.0976,0.86,0.9
26/04/96,0.55,0.66,653.460022,80.4878,0.77,0.68
29/04/96,0.42,0.62,654.159973,81.3008,0.59,0.77
30/04/96,0.52,0.7,654.169983,81.9838,0.77,0.83
01/05/96,0.4,0.67,654.580017,81.9838,0.55,0.85
02/05/96,0.17,0.44,643.380005,75.5061,0.08,0.36
03/05/96,0.14,0.32,641.630005,74.8988,0.04,0.3
06/05/96,0.13,0.18,640.809998,74.4939,0.03,0.16
07/05/96,0.07,0.1,638.26001,73.4818,0.01,0.13
08/05/96,0.42,0.26,644.77002,76.7207,0.56,0.22
09/05/96,0.53,0.27,645.440002,76.3158,0.57,0.24
10/05/96,0.86,0.47,652.090027,77.7328,0.79,0.28
13/05/96,1,0.64,661.51001,80.9717,1,0.47
14/05/96,0.99,0.73,665.599976,82.9959,0.98,0.58
15/05/96,0.97,0.89,665.419983,83.1984,0.99,0.92
16/05/96,0.9,0.9,664.849976,81.7814,0.84,0.89
17/05/96,0.63,0.95,668.909973,83.8057,0.73,0.97
20/05/96,0.64,1,673.150024,83.8057,0.47,1
21/05/96,0.61,0.93,672.76001,83.8057,0.46,0.87
22/05/96,0.91,0.98,678.419983,85.4251,0.81,0.95
23/05/96,0.59,0.87,676,84.8178,0.48,0.85
24/05/96,0.5,0.77,678.51001,86.0324,0.64,0.77
28/05/96,0.31,0.55,672.22998,81.7814,0.23,0.38
29/05/96,0.18,0.46,667.929993,80.9717,0.12,0.31
30/05/96,0.27,0.57,671.700012,81.9838,0.2,0.47
31/05/96,0.22,0.44,669.119995,79.9189,0.07,0.17
03/06/96,0.26,0.33,667.679993,79.3103,0.21,0.13
04/06/96,0.48,0.43,672.559998,80.3245,0.38,0.22
05/06/96,0.56,0.43,678.440002,82.7586,0.48,0.29
06/06/96,0.45,0.36,673.030029,81.3387,0.53,0.22
07/06/96,0.51,0.31,673.309998,79.5132,0.44,0.06
10/06/96,0.31,0.42,672.159973,78.7018,0.28,0.26
11/06/96,0.2,0.49,670.969971,78.0933,0.07,0.27
12/06/96,0.26,0.34,669.039978,76.4706,0.07,0.06
13/06/96,0.22,0.38,667.919983,75.6592,0.13,0.12
14/06/96,0.21,0.36,665.849976,74.4422,0.12,0.08
17/06/96,0.23,0.19,665.159973,73.6308,0.1,0.02
18/06/96,0.21,0.02,662.059998,74.0365,0.23,0.01
19/06/96,0.24,0.09,661.960022,74.4422,0.38,0.02
20/06/96,0.32,0.09,662.099976,73.6308,0.4,0.07
21/06/96,0.45,0.31,666.840027,74.0365,0.51,0.14
24/06/96,0.62,0.39,668.849976,74.645,0.54,0.27
25/06/96,0.6,0.46,668.47998,72.8195,0.33,0.24
26/06/96,0.47,0.35,664.390015,70.5882,0.2,0.11
27/06/96,0.46,0.56,668.549988,73.0223,0.42,0.48
28/06/96,0.48,0.62,670.630005,74.2393,0.5,0.59
01/07/96,0.73,0.8,675.880005,75.0507,0.76,0.67
02/07/96,0.79,0.78,673.609985,74.4422,0.9,0.58
03/07/96,0.56,0.74,672.400024,74.2393,0.64,0.6
05/07/96,0.12,0.17,657.440002,65.5172,0.01,0.02
08/07/96,0.01,0.03,652.539978,63.286,0,0
09/07/96,0.04,0.06,654.75,64.7059,0.01,0.04
10/07/96,0.07,0.22,656.059998,64.0974,0.01,0.09
11/07/96,0.18,0,645.669983,58.0122,0.06,0
12/07/96,0.26,0,646.190002,56.7951,0.08,0
15/07/96,0,0,629.799988,45.0304,0,0
16/07/96,0,0.01,628.369995,41.785,0,0
17/07/96,0.19,0.02,634.070007,47.6673,0.03,0.02
18/07/96,0.38,0.11,643.559998,53.144,0.26,0.05
19/07/96,0.83,0.12,638.72998,49.2901,0.93,0.05
22/07/96,0.65,0.05,633.77002,45.935,0.92,0.03
23/07/96,0.25,0.03,626.869995,41.6667,0.14,0.03
24/07/96,0.07,0.07,626.650024,41.0569,0.02,0.06
25/07/96,0.23,0.13,631.169983,44.5122,0.19,0.1
26/07/96,0.53,0.7,635.900024,46.9512,0.67,0.79
29/07/96,0.63,0.64,630.909973,44.9187,0.85,0.85
30/07/96,0.84,0.61,635.26001,46.748,0.97,0.62
31/07/96,0.85,0.42,639.950012,49.0872,0.94,0.36
01/08/96,0.96,0.83,650.02002,55.9838,1,0.92
02/08/96,1,0.98,662.48999,59.0264,1,1
05/08/96,0.99,0.99,660.22998,58.8235,0.99,1
06/08/96,0.97,1,662.380005,60.4462,0.98,1
07/08/96,0.93,0.97,664.159973,62.4746,0.94,0.99
08/08/96,0.41,0.92,662.590027,60.8519,0.68,0.97
09/08/96,0.49,0.95,662.099976,61.8661,0.79,0.97
12/08/96,0.56,0.94,665.77002,64.17,0.84,0.98
13/08/96,0.33,0.86,660.200012,60.7287,0.36,0.93
14/08/96,0.39,0.77,662.049988,59.919,0.45,0.79
15/08/96,0.43,0.47,662.280029,58.9069,0.29,0.63
16/08/96,0.37,0.59,665.210022,63.0832,0.43,0.79
19/08/96,0.69,0.59,666.580017,62.753,0.71,0.73
20/08/96,0.57,0.54,665.690002,62.3482,0.74,0.63
21/08/96,0.54,0.56,665.070007,63.7652,0.9,0.74
22/08/96,0.65,0.71,670.679993,65.587,0.75,0.77
23/08/96,0.42,0.53,667.030029,63.7652,0.59,0.61
26/08/96,0.35,0.6,663.880005,62.753,0.5,0.7
27/08/96,0.44,0.62,666.400024,63.9676,0.48,0.78
28/08/96,0.27,0.57,664.809998,62.1457,0.28,0.73
29/08/96,0.17,0.3,657.400024,58.0972,0.16,0.27
30/08/96,0.12,0.13,651.98999,54.8583,0.1,0.16
03/09/96,0.13,0.22,654.719971,56.0729,0.1,0.22
04/09/96,0.18,0.24,655.609985,57.085,0.18,0.19
05/09/96,0.19,0.06,649.440002,53.4413,0.23,0.11
06/09/96,0.59,0.19,655.679993,57.4037,0.75,0.22
09/09/96,0.86,0.47,663.76001,59.432,0.81,0.45
10/09/96,0.83,0.38,663.809998,59.8377,0.76,0.37
11/09/96,0.94,0.54,667.280029,60.2434,0.94,0.51
12/09/96,0.93,0.8,671.150024,61.9433,0.88,0.76
13/09/96,0.93,0.92,680.539978,65.9919,0.93,0.92
16/09/96,0.95,0.93,683.97998,68.2186,0.96,0.93
