NHMNL5,NHMNL10,Dates,SP5,SP10,Price
0.79,0.96,05/01/98,0.82,0.88,977.070007
0.16,0.37,06/01/98,0.41,0.66,966.580017
0.19,0.29,07/01/98,0.37,0.82,964
0.29,0.38,08/01/98,0.15,0.8,956.049988
0.04,0.27,09/01/98,0.01,0.29,927.690002
0.07,0.07,12/01/98,0.08,0.19,939.210022
0.58,0.14,13/01/98,0.27,0.16,952.119995
0.68,0.31,14/01/98,0.5,0.22,957.940002
0.8,0.33,15/01/98,0.8,0.13,950.72998
0.97,0.21,16/01/98,0.78,0.2,961.51001
0.7,0.59,20/01/98,0.85,0.62,978.599976
0.39,0.52,21/01/98,0.65,0.55,970.809998
0.55,0.53,22/01/98,0.64,0.55,963.039978
0.24,0.79,23/01/98,0.39,0.87,957.590027
0.18,0.86,26/01/98,0.12,0.67,956.950012
0.4,0.39,27/01/98,0.43,0.66,969.02002
0.58,0.4,28/01/98,0.69,0.71,977.460022
0.74,0.67,29/01/98,0.88,0.93,985.48999
0.7,0.33,30/01/98,0.8,0.68,980.280029
0.83,0.53,02/02/98,0.95,0.76,1001.27002
0.72,0.7,03/02/98,0.9,0.94,1006
0.63,0.73,04/02/98,0.73,0.98,1006.900024
0.8,0.9,05/02/98,0.77,0.99,1003.539978
0.38,0.79,06/02/98,0.59,1,1012.460022
0.44,0.74,09/02/98,0.47,0.94,1010.73999
0.64,0.8,10/02/98,0.61,0.93,1019.01001
0.38,0.56,11/02/98,0.68,0.86,1020.01001
0.53,0.6,12/02/98,0.6,0.95,1024.140015
0.54,0.35,13/02/98,0.56,0.62,1020.090027
0.51,0.58,17/02/98,0.47,0.58,1022.76001
0.59,0.52,18/02/98,0.62,0.74,1032.079956
0.46,0.28,19/02/98,0.47,0.72,1028.280029
0.56,0.48,20/02/98,0.67,0.68,1034.209961
0.44,0.62,23/02/98,0.69,0.78,1038.140015
0.27,0.27,24/02/98,0.38,0.51,1030.560059
0.77,0.66,25/02/98,0.67,0.7,1042.900024
0.65,0.62,26/02/98,0.67,0.71,1048.670044
0.55,0.63,27/02/98,0.57,0.79,1049.339966
0.88,0.61,02/03/98,0.72,0.72,1047.699951
0.23,0.35,03/03/98,0.53,0.61,1052.02002
0.33,0.44,04/03/98,0.39,0.59,1047.329956
0.1,0.18,05/03/98,0.2,0.37,1035.050049
0.34,0.49,06/03/98,0.52,0.56,1055.689941
0.71,0.76,09/03/98,0.42,0.67,1052.310059
0.93,0.57,10/03/98,0.73,0.65,1064.25
0.98,0.72,11/03/98,0.96,0.62,1068.469971
0.35,0.42,12/03/98,0.65,0.63,1069.920044
0.64,0.44,13/03/98,0.69,0.64,1068.609985
0.47,0.82,16/03/98,0.67,0.78,1079.27002
0.54,0.88,17/03/98,0.56,0.85,1080.449951
0.68,0.95,18/03/98,0.68,0.98,1085.52002
0.44,0.57,19/03/98,0.76,0.85,1089.73999
0.68,0.81,20/03/98,0.74,0.97,1099.160034
0.18,0.27,23/03/98,0.64,0.79,1095.550049
0.58,0.44,24/03/98,0.74,0.89,1105.650024
0.61,0.76,25/03/98,0.54,0.79,1101.930054
0.01,0.12,26/03/98,0.33,0.8,1100.800049
0.1,0.11,27/03/98,0.31,0.4,1095.439941
0.02,0.07,30/03/98,0.15,0.38,1093.599976
0.15,0.28,31/03/98,0.32,0.4,1101.75
0.82,0.25,01/04/98,0.43,0.45,1108.150024
0.96,0.25,02/04/98,0.87,0.54,1120.01001
0.98,0.6,03/04/98,0.93,0.69,1122.699951
0.66,0.37,06/04/98,0.74,0.36,1121.380005
0.11,0.08,07/04/98,0.33,0.3,1109.550049
0.02,0.35,08/04/98,0.09,0.21,1101.650024
0.09,0.49,09/04/98,0.14,0.35,1110.670044
0.1,0.66,13/04/98,0.16,0.36,1109.689941
0.93,0.5,14/04/98,0.4,0.32,1115.75
0.97,0.64,15/04/98,0.73,0.27,1119.319946
0.29,0.1,16/04/98,0.24,0.12,1108.170044
0.37,0.15,17/04/98,0.6,0.19,1122.719971
0.2,0.19,20/04/98,0.44,0.22,1123.650024
0.14,0.66,21/04/98,0.44,0.42,1126.670044
0.76,0.82,22/04/98,0.84,0.75,1130.540039
0.3,0.27,23/04/98,0.24,0.28,1119.579956
0.1,0.18,24/04/98,0.1,0.18,1107.900024
0.02,0.04,27/04/98,0.01,0.02,1086.540039
0.06,0.05,28/04/98,0.01,0.01,1085.109985
0.28,0.22,29/04/98,0.07,0.13,1094.619995
0.81,0.41,30/04/98,0.42,0.16,1111.75
0.95,0.29,01/05/98,0.98,0.22,1121
0.93,0.4,04/05/98,0.98,0.22,1122.069946
0.7,0.21,05/05/98,0.8,0.12,1115.5
0.32,0.43,06/05/98,0.22,0.13,1104.920044
0.25,0.5,07/05/98,0.07,0.16,1095.140015
0.18,0.87,08/05/98,0.16,0.66,1108.140015
0.45,0.76,11/05/98,0.22,0.65,1106.640015
0.33,0.51,12/05/98,0.52,0.63,1115.790039
0.59,0.27,13/05/98,0.87,0.33,1118.859985
0.53,0.36,14/05/98,0.49,0.22,1117.369995
0.32,0.18,15/05/98,0.38,0.14,1108.72998
0.3,0.21,18/05/98,0.2,0.19,1105.819946
0.35,0.33,19/05/98,0.2,0.29,1109.52002
0.34,0.44,20/05/98,0.36,0.71,1119.060059
0.47,0.46,21/05/98,0.42,0.29,1114.640015
0.55,0.24,22/05/98,0.4,0.26,1110.469971
0.3,0.29,26/05/98,0.1,0.03,1094.02002
0.07,0.08,27/05/98,0.04,0.02,1092.22998
0.28,0.24,28/05/98,0.1,0.05,1097.599976
0.55,0.4,29/05/98,0.08,0.07,1090.819946
0.51,0.44,01/06/98,0.28,0.1,1090.97998
0.92,0.38,02/06/98,0.35,0.08,1093.219971
0.45,0.35,03/06/98,0.14,0,1082.72998
0.33,0.25,04/06/98,0.42,0.06,1094.829956
0.71,0.54,05/06/98,0.87,0.31,1113.859985
0.8,0.78,08/06/98,0.86,0.68,1115.719971
0.64,0.92,09/06/98,0.99,0.77,1118.410034
0.35,0.33,10/06/98,0.75,0.42,1112.280029
0.05,0.1,11/06/98,0.07,0.28,1094.579956
0,0.07,12/06/98,0.1,0.35,1098.839966
0.03,0.06,15/06/98,0.01,0.09,1077.01001
0.27,0.18,16/06/98,0.06,0.31,1087.589966
0.93,0.55,17/06/98,0.63,0.39,1107.109985
0.94,0.24,18/06/98,0.49,0.19,1106.369995
0.96,0.14,19/06/98,0.9,0.1,1100.650024
0.73,0.27,22/06/98,0.72,0.1,1103.209961
0.63,0.76,23/06/98,0.61,0.37,1119.48999
0.82,0.96,24/06/98,0.93,0.92,1132.880005
0.78,0.98,25/06/98,0.94,0.83,1129.280029
0.7,0.97,26/06/98,0.96,1,1133.199951
0.66,0.92,29/06/98,0.79,0.98,1138.48999
0.63,0.75,30/06/98,0.32,0.77,1133.839966
0.86,0.94,01/07/98,0.81,0.94,1148.560059
0.87,0.92,02/07/98,0.64,0.96,1146.420044
0.86,0.97,06/07/98,0.79,0.99,1157.329956
0.77,0.84,07/07/98,0.84,0.9,1154.660034
0.43,0.76,08/07/98,0.77,0.88,1166.380005
0.27,0.6,09/07/98,0.57,0.83,1158.560059
0.16,0.73,10/07/98,0.45,0.84,1164.329956
0.19,0.49,13/07/98,0.52,0.75,1165.189941
0.56,0.71,14/07/98,0.54,0.94,1177.579956
0.68,0.41,15/07/98,0.71,0.73,1174.810059
0.7,0.51,16/07/98,0.81,0.91,1183.98999
0.81,0.4,17/07/98,0.86,0.8,1186.75
0.36,0.33,20/07/98,0.42,0.8,1184.099976
0.21,0.17,21/07/98,0.21,0.26,1165.069946
0.06,0.12,22/07/98,0.07,0.36,1164.079956
0,0.07,23/07/98,0,0.04,1139.75
0.01,0.04,24/07/98,0.02,0.05,1140.800049
0.01,0.02,27/07/98,0.13,0.02,1147.27002
0.11,0.03,28/07/98,0.05,0,1130.23999
0.31,0.04,29/07/98,0.2,0,1125.209961
0.83,0.07,30/07/98,0.42,0.02,1142.949951
0.65,0.05,31/07/98,0.07,0,1120.670044
0.45,0.04,03/08/98,0.15,0.02,1112.439941
0.01,0.02,04/08/98,0,0,1072.119995
0,0.02,05/08/98,0,0.03,1081.430054
0.47,0.32,06/08/98,0.08,0.05,1089.630005
1,0.97,07/08/98,0.14,0.04,1089.449951
1,0.92,10/08/98,0.62,0.07,1083.140015
0.83,0.06,11/08/98,0.28,0.05,1068.97998
0.91,0.52,12/08/98,0.37,0.03,1084.219971
0.22,0.65,13/08/98,0.27,0.1,1074.910034
0.4,0.89,14/08/98,0.15,0.09,1062.75
0.99,0.99,17/08/98,0.74,0.6,1083.670044
0.65,1,18/08/98,0.76,0.72,1101.199951
0.75,0.91,19/08/98,0.9,0.58,1098.060059
0.52,0.18,20/08/98,0.95,0.46,1091.599976
0.08,0.04,21/08/98,0.42,0.42,1081.23999
0.17,0.98,24/08/98,0.3,0.72,1088.140015
0.21,0.18,25/08/98,0.4,0.61,1092.849976
0.01,0.02,26/08/98,0.38,0.63,1084.189941
0,0,27/08/98,0.07,0.22,1042.589966
0,0.01,28/08/98,0.01,0.06,1027.140015
0,0,31/08/98,0,0,957.280029
0.04,0.01,01/09/98,0.01,0.01,994.26001
1,0.36,02/09/98,0.05,0.02,990.47998
0.99,0.59,03/09/98,0.08,0.03,982.26001
1,0.18,04/09/98,0.76,0.01,973.890015
0.99,0.89,08/09/98,0.96,0.06,1023.460022
0.75,0.99,09/09/98,0.74,0.06,1006.200012
0.3,1,10/09/98,0.48,0.09,980.190002
0.52,0.99,11/09/98,0.98,0.34,1009.059998
0.42,1,14/09/98,0.58,1,1029.719971
0.65,0.99,15/09/98,0.96,0.94,1037.680054
0.97,0.87,16/09/98,1,0.98,1045.47998
0.85,0.93,17/09/98,0.61,0.89,1018.869995
0.54,0.95,18/09/98,0.37,0.95,1020.090027
0.45,0.33,21/09/98,0.32,0.52,1023.890015
0.61,0.79,22/09/98,0.26,0.75,1029.630005
0.92,0.98,23/09/98,0.99,1,1066.089966
0.44,0.94,24/09/98,0.85,0.85,1042.719971
0.53,0.47,25/09/98,0.82,0.66,1044.75
0.51,0.71,28/09/98,0.79,0.62,1048.689941
0.34,0.58,29/09/98,0.24,0.49,1049.02002
0.59,0.8,30/09/98,0.15,0.44,1017.01001
0.23,0.21,01/10/98,0.04,0.24,986.390015
0.22,0.5,02/10/98,0.08,0.3,1002.599976
0.13,0.12,05/10/98,0.04,0.23,988.559998
0.19,0.13,06/10/98,0.15,0.06,984.590027
0.11,0.05,07/10/98,0.32,0.08,970.679993
0.01,0.02,08/10/98,0.12,0.06,959.440002
0.4,0.09,09/10/98,0.47,0.11,984.390015
0.86,0.42,12/10/98,0.68,0.21,997.710022
0.94,0.29,13/10/98,0.9,0.35,994.799988
0.98,0.75,14/10/98,0.98,0.7,1005.530029
0.92,0.77,15/10/98,0.99,0.92,1047.48999
0.8,0.96,16/10/98,0.98,0.98,1056.420044
0.89,0.95,19/10/98,1,0.99,1062.390015
0.87,0.99,20/10/98,0.96,1,1063.930054
0.66,0.99,21/10/98,0.79,1,1069.920044
0.45,0.95,22/10/98,0.78,0.99,1078.47998
0.41,0.78,23/10/98,0.52,0.95,1070.670044
0.42,0.89,26/10/98,0.52,0.95,1072.319946
0.53,0.87,27/10/98,0.41,0.91,1065.339966
0.52,0.73,28/10/98,0.36,0.63,1068.089966
0.52,0.52,29/10/98,0.64,0.72,1085.930054
0.6,0.56,30/10/98,0.86,0.77,1098.670044
0.65,0.56,02/11/98,0.94,0.86,1111.599976
0.6,0.63,03/11/98,0.92,0.79,1110.839966
0.69,0.71,04/11/98,0.9,0.78,1118.670044
0.47,0.63,05/11/98,0.91,0.91,1133.849976
0.39,0.58,06/11/98,0.86,0.92,1141.01001
0.37,0.54,09/11/98,0.7,0.9,1130.199951
0.26,0.49,10/11/98,0.49,0.88,1128.26001
0.35,0.5,11/11/98,0.31,0.68,1120.969971
0.36,0.44,12/11/98,0.19,0.51,1117.689941
0.4,0.39,13/11/98,0.41,0.49,1125.719971
0.52,0.45,16/11/98,0.5,0.57,1135.869995
0.51,0.35,17/11/98,0.68,0.56,1139.319946
0.46,0.39,18/11/98,0.84,0.47,1144.47998
0.61,0.5,19/11/98,0.84,0.5,1152.609985
0.63,0.59,20/11/98,0.84,0.68,1163.550049
0.75,0.73,23/11/98,0.95,0.87,1188.209961
0.72,0.65,24/11/98,0.9,0.88,1182.98999
0.51,0.59,25/11/98,0.87,0.92,1186.869995
0.39,0.57,27/11/98,0.81,0.89,1192.329956
0.24,0.47,30/11/98,0.19,0.63,1163.630005
0.29,0.47,01/12/98,0.38,0.71,1175.280029
0.34,0.5,02/12/98,0.29,0.63,1171.25
0.37,0.41,03/12/98,0.13,0.37,1150.140015
0.65,0.48,04/12/98,0.58,0.52,1176.73999
0.71,0.37,07/12/98,0.58,0.41,1187.699951
0.72,0.46,08/12/98,0.57,0.4,1181.380005
0.58,0.46,09/12/98,0.86,0.37,1183.48999
0.25,0.34,10/12/98,0.37,0.31,1165.02002
0.2,0.28,11/12/98,0.23,0.46,1166.459961
0.15,0.22,14/12/98,0.14,0.29,1141.199951
0.19,0.25,15/12/98,0.24,0.38,1162.829956
0.35,0.34,16/12/98,0.47,0.55,1161.939941
0.71,0.33,17/12/98,0.61,0.46,1179.97998
0.82,0.41,18/12/98,0.93,0.42,1188.030029
0.85,0.57,21/12/98,0.89,0.64,1202.839966
0.59,0.37,22/12/98,0.89,0.61,1203.569946
0.75,0.72,23/12/98,0.94,0.87,1228.540039
0.72,0.81,24/12/98,0.85,0.82,1226.27002
0.33,0.83,28/12/98,0.68,0.96,1225.48999
0.75,0.82,29/12/98,0.85,0.95,1241.810059
0.48,0.78,30/12/98,0.42,0.9,1231.930054
0.69,0.82,31/12/98,0.41,0.76,1229.22998
0.78,0.77,04/01/99,0.41,0.69,1228.099976
0.57,0.56,05/01/99,0.42,0.71,1244.780029
0.81,0.86,06/01/99,0.87,0.88,1272.339966
0.16,0.45,07/01/99,0.87,0.69,1269.72998
0.24,0.55,08/01/99,0.92,0.74,1275.089966
0.22,0.43,11/01/99,0.58,0.64,1263.880005
0.1,0.33,12/01/99,0.12,0.25,1239.51001
0.16,0.18,13/01/99,0.12,0.33,1234.400024
0.14,0.16,14/01/99,0.02,0.22,1212.189941
0.44,0.22,15/01/99,0.21,0.45,1243.26001
0.76,0.46,19/01/99,0.51,0.36,1252
0.85,0.25,20/01/99,0.63,0.23,1256.619995
0.67,0.4,21/01/99,0.66,0.15,1235.160034
0.21,0.2,22/01/99,0.21,0.14,1225.189941
0.13,0.4,25/01/99,0.21,0.18,1233.97998
0.12,0.44,26/01/99,0.33,0.42,1252.310059
0.26,0.62,27/01/99,0.42,0.37,1243.170044
0.48,0.57,28/01/99,0.84,0.75,1265.369995
0.56,0.47,29/01/99,0.88,0.61,1279.640015
0.75,0.39,01/02/99,0.57,0.49,1273
0.29,0.18,02/02/99,0.54,0.32,1261.98999
0.42,0.41,03/02/99,0.39,0.62,1272.069946
0.25,0.56,04/02/99,0.1,0.49,1248.48999
0.16,0.43,05/02/99,0.08,0.3,1239.400024
0.45,0.37,08/02/99,0.18,0.16,1243.77002
0.23,0.36,09/02/99,0.03,0.12,1216.140015
0.22,0.3,10/02/99,0.14,0.06,1223.550049
0.23,0.21,11/02/99,0.54,0.14,1254.040039
0.09,0.13,12/02/99,0.28,0.06,1230.130005
0.35,0.37,16/02/99,0.69,0.18,1241.869995
0.19,0.17,17/02/99,0.36,0.06,1224.030029
0.31,0.23,18/02/99,0.24,0.22,1237.280029
0.9,0.44,19/02/99,0.47,0.31,1239.219971
0.83,0.65,22/02/99,0.76,0.6,1272.140015
0.9,0.62,23/02/99,0.94,0.78,1271.180054
0.88,0.69,24/02/99,0.56,0.6,1253.410034
0.17,0.38,25/02/99,0.4,0.23,1245.02002
0.19,0.73,26/02/99,0.08,0.38,1238.329956
0.26,0.58,01/03/99,0.07,0.24,1236.160034
0.43,0.77,02/03/99,0.12,0.31,1225.5
0.76,0.69,03/03/99,0.21,0.19,1227.699951
0.64,0.56,04/03/99,0.44,0.37,1246.640015
0.93,0.71,05/03/99,0.82,0.33,1275.469971
0.86,0.74,08/03/99,0.96,0.4,1282.72998
0.78,0.61,09/03/99,0.95,0.55,1279.839966
0.75,0.81,10/03/99,0.82,0.71,1286.839966
0.29,0.77,11/03/99,0.6,0.78,1297.680054
0.17,0.68,12/03/99,0.47,0.77,1294.589966
0.44,0.63,15/03/99,0.7,0.96,1307.26001
0.41,0.68,16/03/99,0.59,0.94,1306.380005
0.22,0.55,17/03/99,0.32,0.75,1297.819946
0.54,0.27,18/03/99,0.62,0.69,1316.550049
0.39,0.25,19/03/99,0.27,0.45,1299.290039
0.24,0.29,22/03/99,0.27,0.46,1297.01001
0.07,0.15,23/03/99,0.04,0.1,1262.140015
0.08,0.18,24/03/99,0.02,0.07,1268.589966
0.42,0.39,25/03/99,0.29,0.21,1289.98999
0.52,0.31,26/03/99,0.25,0.12,1282.800049
0.93,0.38,29/03/99,0.96,0.35,1310.170044
0.69,0.38,30/03/99,0.76,0.33,1300.75
0.09,0.16,31/03/99,0.35,0.06,1286.369995
0.57,0.36,01/04/99,0.51,0.23,1293.719971
0.7,0.67,05/04/99,0.52,0.61,1321.119995
0.78,0.79,06/04/99,0.6,0.84,1317.890015
0.93,0.66,07/04/99,0.9,0.85,1326.890015
0.74,0.58,08/04/99,0.98,0.83,1343.97998
0.65,0.74,09/04/99,0.72,0.92,1348.349976
0.9,0.78,12/04/99,0.89,0.77,1358.630005
0.94,0.81,13/04/99,0.66,0.78,1349.819946
0.89,0.9,14/04/99,0.24,0.75,1328.439941
0.54,0.76,15/04/99,0.13,0.63,1322.849976
0.51,0.72,16/04/99,0.05,0.28,1319
0.95,0.89,19/04/99,0.01,0.09,1289.47998
0.27,0.66,20/04/99,0.18,0.15,1306.170044
0.55,0.67,21/04/99,0.57,0.24,1336.119995
0.43,0.56,22/04/99,0.83,0.49,1358.819946
0.06,0.47,23/04/99,1,0.32,1356.849976
0.79,0.57,26/04/99,0.98,0.5,1360.040039
0.62,0.5,27/04/99,0.72,0.69,1362.800049
0.58,0.64,28/04/99,0.34,0.66,1350.910034
0.56,0.52,29/04/99,0.28,0.63,1342.829956
0.43,0.21,30/04/99,0.16,0.79,1335.180054
0.56,0.71,03/05/99,0.33,0.79,1354.630005
0.75,0.74,04/05/99,0.21,0.28,1332
0.44,0.53,05/05/99,0.46,0.19,1347.310059
0.57,0.56,06/05/99,0.39,0.13,1332.050049
0.5,0.49,07/05/99,0.31,0.19,1345
0.43,0.64,10/05/99,0.5,0.15,1340.300049
0.75,0.64,11/05/99,0.49,0.42,1355.609985
0.37,0.43,12/05/99,0.76,0.58,1364
0.57,0.57,13/05/99,0.67,0.67,1367.560059
0,0.1,14/05/99,0.37,0.18,1337.800049
0.02,0.09,17/05/99,0.24,0.45,1339.48999
0.24,0.26,18/05/99,0.12,0.21,1333.319946
0.04,0.17,19/05/99,0.17,0.52,1344.22998
0.95,0.31,20/05/99,0.43,0.28,1338.829956
0.8,0.18,21/05/99,0.34,0.24,1330.290039
0.62,0.18,24/05/99,0.14,0.01,1306.650024
0.36,0.16,25/05/99,0.02,0,1284.400024
0.16,0.13,26/05/99,0.09,0.01,1304.76001
0.33,0.67,27/05/99,0.04,0.02,1281.410034
0.46,0.67,28/05/99,0.42,0.08,1301.839966
0.75,0.46,01/06/99,0.58,0.08,1294.26001
0.57,0.46,02/06/99,0.35,0.04,1294.810059
0.64,0.34,03/06/99,0.68,0.09,1299.540039
0.62,0.47,04/06/99,0.8,0.42,1327.75
0.74,0.57,07/06/99,0.9,0.74,1334.52002
0.82,0.78,08/06/99,0.74,0.79,1317.329956
0.36,0.55,09/06/99,0.68,0.63,1318.640015
0.05,0.24,10/06/99,0.17,0.68,1302.819946
0,0.07,11/06/99,0.05,0.35,1293.640015
0,0.07,14/06/99,0.21,0.45,1294
0.13,0.2,15/06/99,0.27,0.53,1301.160034
0.9,0.51,16/06/99,0.82,0.77,1330.410034
1,0.49,17/06/99,0.93,0.59,1339.900024
1,0.56,18/06/99,0.95,0.54,1342.839966
0.98,0.56,21/06/99,0.93,0.77,1349
0.66,0.7,22/06/99,0.49,0.63,1335.880005
0.26,0.69,23/06/99,0.41,0.76,1333.060059
0.11,0.85,24/06/99,0.15,0.67,1315.780029
0.02,0.62,25/06/99,0.11,0.65,1315.310059
0.12,0.68,28/06/99,0.45,0.76,1331.349976
0.74,0.55,29/06/99,0.68,0.63,1351.449951
0.97,0.82,30/06/99,0.98,0.81,1372.709961
0.99,0.55,01/07/99,0.99,0.83,1380.959961
0.96,0.67,02/07/99,0.98,0.86,1391.219971
0.91,0.83,06/07/99,0.81,0.91,1388.119995
0.12,0.73,07/07/99,0.71,0.97,1395.859985
0.44,0.84,08/07/99,0.59,0.98,1394.420044
0.3,0.95,09/07/99,0.57,1,1403.280029
0.2,0.9,12/07/99,0.56,0.96,1399.099976
0.29,0.36,13/07/99,0.43,0.8,1393.560059
0.31,0.19,14/07/99,0.45,0.61,1398.170044
0.67,0.66,15/07/99,0.49,0.65,1409.619995
0.57,0.42,16/07/99,0.67,0.62,1418.780029
0.76,0.18,19/07/99,0.61,0.53,1407.650024
0.19,0.27,20/07/99,0.21,0.16,1377.099976
0.05,0.16,21/07/99,0.12,0.18,1379.290039
0.05,0.12,22/07/99,0.02,0.05,1360.969971
0.08,0.09,23/07/99,0.03,0.06,1356.939941
0.1,0.09,26/07/99,0.13,0.05,1347.76001
0.11,0.02,27/07/99,0.25,0.11,1362.839966
0.2,0,28/07/99,0.48,0.06,1365.400024
0.06,0,29/07/99,0.27,0.01,1341.030029
0.31,0.01,30/07/99,0.23,0.01,1328.719971
0.23,0.03,02/08/99,0.09,0.06,1328.050049
0.32,0.07,03/08/99,0.06,0.04,1322.180054
0.49,0.05,04/08/99,0.09,0.06,1305.329956
0.3,0.05,05/08/99,0.33,0.12,1313.709961
0.38,0.18,06/08/99,0.17,0.1,1300.290039
0.3,0.18,09/08/99,0.23,0.03,1297.800049
0.02,0.01,10/08/99,0.24,0,1281.430054
0.36,0.27,11/08/99,0.39,0.19,1301.930054
0.82,0.57,12/08/99,0.54,0.23,1298.160034
0.83,0.72,13/08/99,0.83,0.48,1327.680054
1,0.73,16/08/99,0.94,0.55,1330.77002
0.97,0.94,17/08/99,0.89,0.84,1344.160034
0.92,0.98,18/08/99,0.83,0.6,1332.839966
0.81,0.94,19/08/99,0.45,0.66,1323.589966
0.83,0.97,20/08/99,0.56,0.83,1336.609985
0.75,1,23/08/99,0.68,0.99,1360.219971
0.3,0.96,24/08/99,0.82,0.94,1363.5
0.7,0.92,25/08/99,0.97,0.99,1381.790039
0.48,0.89,26/08/99,0.75,0.77,1362.01001
0.46,0.84,27/08/99,0.36,0.55,1348.27002
0.36,0.4,30/08/99,0.08,0.28,1324.02002
0.15,0.19,31/08/99,0,0.34,1320.410034
0.2,0.39,01/09/99,0.14,0.48,1331.069946
0.12,0.17,02/09/99,0.18,0.3,1319.109985
0.82,0.44,03/09/99,0.85,0.42,1357.23999
0.88,0.71,07/09/99,0.82,0.35,1350.449951
0.69,0.33,08/09/99,0.65,0.22,1344.150024
0.87,0.47,09/09/99,0.8,0.35,1347.660034
0.67,0.61,10/09/99,0.44,0.49,1351.660034
0.17,0.42,13/09/99,0.43,0.64,1344.130005
0.06,0.22,14/09/99,0.42,0.59,1336.290039
0.06,0.19,15/09/99,0.15,0.35,1317.969971
0,0.11,16/09/99,0.12,0.45,1318.47998
0.38,0.12,17/09/99,0.42,0.27,1335.420044
0.61,0.05,20/09/99,0.56,0.34,1335.530029
0.13,0.01,21/09/99,0.39,0.23,1307.579956
0.35,0.01,22/09/99,0.44,0.23,1310.51001
0.06,0,23/09/99,0.03,0.04,1280.410034
0.1,0.04,24/09/99,0.02,0.05,1277.359985
0.58,0.17,27/09/99,0.26,0.11,1283.310059
0.43,0.09,28/09/99,0.21,0.28,1282.199951
0.86,0.58,29/09/99,0.38,0.12,1268.369995
0.86,0.3,30/09/99,0.6,0.12,1282.709961
0.92,0.48,01/10/99,0.57,0.12,1282.810059
0.97,0.96,04/10/99,0.76,0.5,1304.599976
0.89,0.95,05/10/99,0.87,0.47,1301.349976
0.8,0.98,06/10/99,0.92,0.92,1325.400024
0.79,0.98,07/10/99,0.88,0.89,1317.640015
0.56,0.97,08/10/99,0.84,0.93,1336.02002
0.64,0.99,11/10/99,0.86,0.93,1335.209961
0.23,0.61,12/10/99,0.35,0.89,1313.040039
0,0.05,13/10/99,0.15,0.53,1285.550049
0,0.03,14/10/99,0.05,0.52,1283.420044
0,0,15/10/99,0,0.08,1247.410034
0.02,0.01,18/10/99,0.02,0.18,1254.130005
0.76,0.06,19/10/99,0.28,0.06,1261.319946
0.66,0.02,20/10/99,0.6,0.33,1289.430054
0.98,0.02,21/10/99,0.88,0.13,1283.609985
1,0.16,22/10/99,0.93,0.31,1301.650024
0.6,0.28,25/10/99,0.81,0.35,1293.630005
0.6,0.69,26/10/99,0.44,0.45,1281.910034
0.89,0.93,27/10/99,0.64,0.59,1296.709961
0.89,1,28/10/99,0.89,1,1342.439941
1,1,29/10/99,1,1,1362.930054
0.99,0.98,01/11/99,1,0.98,1354.119995
0.96,0.98,02/11/99,0.94,0.9,1347.73999
0.6,0.98,03/11/99,0.61,0.93,1354.930054
0.44,0.97,04/11/99,0.51,0.89,1362.640015
0.56,0.97,05/11/99,0.66,0.93,1370.22998
0.51,0.97,08/11/99,0.73,0.99,1377.01001
0.54,0.95,09/11/99,0.58,0.9,1365.280029
0.27,0.6,10/11/99,0.59,0.7,1373.459961
0.32,0.27,11/11/99,0.61,0.58,1381.459961
0.37,0.36,12/11/99,0.7,0.77,1396.060059
0.54,0.47,15/11/99,0.75,0.81,1394.390015
0.72,0.7,16/11/99,0.91,0.88,1420.069946
0.52,0.34,17/11/99,0.74,0.8,1410.709961
0.45,0.27,18/11/99,0.72,0.83,1424.939941
0.14,0.18,19/11/99,0.7,0.76,1422
0.05,0.07,22/11/99,0.47,0.83,1420.939941
0.03,0.04,23/11/99,0.4,0.66,1404.640015
0.07,0.07,24/11/99,0.37,0.68,1417.079956
0.68,0.37,26/11/99,0.43,0.61,1416.619995
0.1,0.01,29/11/99,0.3,0.55,1407.829956
0.66,0.02,30/11/99,0.29,0.3,1388.910034
0.45,0.06,01/12/99,0.26,0.43,1397.719971
0.12,0.11,02/12/99,0.42,0.38,1409.040039
0.98,0.55,03/12/99,0.73,0.57,1433.300049
0.9,0.76,06/12/99,0.87,0.53,1423.329956
0.37,0.47,07/12/99,0.61,0.56,1409.170044
0.11,0.17,08/12/99,0.48,0.42,1403.880005
0.06,0.03,09/12/99,0.21,0.48,1408.109985
0.12,0.8,10/12/99,0.45,0.6,1417.040039
0.15,0.11,13/12/99,0.59,0.7,1415.219971
0.08,0.02,14/12/99,0.51,0.56,1403.170044
0.23,0.07,15/12/99,0.55,0.54,1413.329956
0.21,0.03,16/12/99,0.53,0.36,1418.780029
0.91,0.2,17/12/99,0.56,0.47,1421.030029
1,0.78,20/12/99,0.66,0.58,1418.089966
0.91,0.81,21/12/99,0.69,0.7,1433.430054
0.84,0.77,22/12/99,0.67,0.69,1436.130005
0.85,0.88,23/12/99,0.9,0.77,1458.339966
0.33,0.89,27/12/99,0.9,0.77,1457.099976
0.3,0.96,28/12/99,0.68,0.85,1457.660034
0.9,0.99,29/12/99,0.7,0.82,1463.459961
0.79,0.98,30/12/99,0.52,0.79,1464.469971
0.97,0.96,31/12/99,0.56,0.81,1469.25
0.97,0.92,03/01/00,0.37,0.68,1455.219971
0.3,0.82,04/01/00,0.01,0.14,1399.420044
0.34,0.91,05/01/00,0.02,0.14,1402.109985
